Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
81405,2.141648,-0.406415,-0.512243,-0.813773,0.615979,1.128972,-0.113947,-0.840156,-0.824481,0.650593,0.743254,0.543154,-0.66551,0.232161,0.116686,0.218689,0.871429,0.223596,0.678914,0.067579,0.289119,0.631288,-1.457156,-0.319671,-0.470373,-0.638878,-0.275142,1.494941,14.9,0
32630,0.809121,-0.14581,-0.39204,0.139924,-0.816575,-1.146832,-0.940221,-0.634813,-1.163474,0.16206,0.729716,-1.587098,0.025129,-0.219936,0.341509,-0.012939,-1.453599,-1.262389,0.029424,1.028781,-2.214187,0.345727,1.189622,-0.153026,0.550202,-0.703069,-0.119366,-1.620914,1.62,0
109648,-1.040586,-2.41278,1.610937,2.549328,-0.405269,-1.936838,-0.310484,-0.286223,-0.189924,-1.113388,0.579561,0.524507,-1.494406,0.699197,2.052685,0.17196,-0.337325,-0.142003,0.615257,-1.730672,0.164391,-0.390464,1.847825,-0.174173,1.667888,-1.103741,0.587259,0.3194,14.83,0
120324,-1.68287,-0.334885,0.162753,0.586222,0.711227,0.793347,-0.348725,-0.462352,0.857976,-0.191304,-1.275686,-1.133287,-0.919452,0.497161,0.142426,0.690485,-0.427253,0.15854,0.62559,-0.309347,0.456775,-0.661926,-0.363054,-0.381738,-1.19584,0.486972,-0.469402,0.012494,112.29,0
74533,-0.45884,-0.424774,0.314077,-0.245762,0.952054,-2.251777,-0.826705,-0.782416,-2.320356,-0.963638,-0.915156,-0.201105,1.112966,-0.245061,-1.030814,-0.056955,1.049174,-0.975959,-0.910575,0.558549,-0.221536,0.647485,-0.013647,0.701664,-1.035078,-0.012085,-0.21069,-1.215891,5.23,0
67962,0.567932,-4.827193,-5.670086,0.559302,-3.007446,-2.480565,-6.142026,-3.197448,-1.518918,0.825945,-3.428075,2.64344,-3.21139,-3.20773,2.343394,-0.97135,-2.880062,-1.887833,1.882684,2.165507,-3.541983,-1.606085,-1.274608,-3.9656,-1.639213,-1.486693,1.350524,1.518563,2.58,1
49733,3.103139,-4.661076,-4.424025,-4.754836,2.818546,-2.655849,-1.564098,-2.506957,-3.861057,-2.087877,4.645609,1.980177,-3.632345,0.118935,-3.578807,-5.940919,1.048777,1.400232,1.115131,-2.674663,-1.916939,0.374414,-0.52126,-2.484094,-5.54768,-1.215312,1.197524,-4.493971,46.24,1
7460,-0.649263,-1.485562,0.092679,-0.768356,0.085993,-0.794044,-1.099658,0.234298,0.150922,0.579282,2.185864,0.27729,0.485082,-1.077561,-1.286907,1.582829,-0.92348,-1.043944,-0.039099,-0.090192,-0.902507,-0.304973,1.229376,-0.805994,-1.393672,0.942594,0.492297,-0.620519,5.09,0
154684,1.665761,1.930856,-3.977766,0.919997,-1.7174,-0.650479,-0.349453,0.985876,-1.293204,2.025405,-0.726468,0.060461,-3.583156,3.896648,-0.325438,0.282494,-5.520465,-3.556755,1.594709,-0.782772,-6.284449,1.095725,-2.859457,2.028292,-1.719589,-0.988233,1.447386,-3.743732,40.49,1
75511,-1.842384,-1.916597,-1.259413,-1.313168,-0.154611,-1.18888,-0.702755,-0.774086,-0.440508,1.322504,0.661948,0.016129,-0.461026,-0.433233,0.327746,0.584169,-0.907618,0.036481,-2.03162,0.211714,0.762149,-0.280069,1.816527,-0.881238,0.21744,-0.035825,-0.100298,-0.114322,64.11,0
116054,0.24166,-1.774962,0.51541,-0.577539,1.274447,-0.627588,-0.636615,0.541132,0.762926,0.448099,-1.685597,0.538034,-1.034308,0.235276,-1.423734,0.446322,-0.806599,-1.282635,0.71382,0.241645,-0.613977,1.451179,-0.440652,0.032108,0.268913,-0.619666,0.471136,-0.533452,29.45,0
170315,-0.563471,-0.443012,-0.039706,0.442455,-0.304427,-0.409649,0.092354,-1.920916,0.477035,-0.000563,0.039694,0.960734,-1.952816,-1.973834,0.273804,-0.007117,0.170177,-0.462127,0.664354,0.932639,0.483982,-0.260828,-2.107689,0.769236,1.221729,0.644558,-0.879642,0.673794,198.5,0
101543,0.422289,1.068462,0.098002,2.337845,-0.378039,0.324089,-0.798806,-0.351525,0.248934,0.846304,0.319095,1.259115,-0.094965,-0.332169,2.703985,0.394238,-0.719482,-0.694264,-0.94268,0.936569,-0.364377,0.127362,-0.063509,0.731492,-0.846744,-1.075572,0.224297,0.600959,89.91,0
112187,-0.069138,1.353586,0.092127,-0.837398,-0.5944,-1.480537,-0.888134,-0.358017,0.803585,1.72077,-1.382182,0.392827,-1.040544,0.474697,-0.131087,-1.830906,0.928297,-0.605001,-0.5339,-1.069752,-0.654283,0.42789,-0.189244,0.328662,0.361922,1.320662,-0.342786,-1.476858,270.65,0
65704,0.375371,0.679939,-3.236163,-5.542399,-2.833799,0.722818,-2.85501,-3.235108,-6.053376,2.881619,0.564284,0.42474,0.919313,-0.058229,-2.110822,-1.90941,-2.568911,5.086852,-0.11022,-2.659501,-0.336258,-4.027172,2.261267,-3.152673,-0.247286,1.164944,-0.538079,-1.263825,19.45,1
30319,-2.134694,0.617282,0.55536,0.309392,0.98148,-1.164828,2.008755,-0.959428,0.749223,-1.687348,-0.930265,1.516369,-0.2609,0.839923,0.236955,-0.104958,1.36385,-0.236659,-1.780738,-0.80324,0.551192,0.395509,-1.567058,-0.724343,-0.581721,-0.36547,-1.375914,-0.628371,18.3,0
